entailment,neutral,contradiction,label
0.0033316207118332386,9.365721052745357e-05,0.9965747594833374,1
0.0017811565194278955,5.105936361360364e-05,0.9981677532196045,1
0.001046902616508305,0.9989159107208252,3.716705032275058e-05,1
0.9892669916152954,0.000592114171013236,0.010140947066247463,1
0.011149728670716286,9.03989202925004e-05,0.9887598752975464,1
0.010754077695310116,0.9858497977256775,0.003396047279238701,0
0.0002682153135538101,2.528253935452085e-05,0.9997064471244812,1
4.1542549297446385e-05,7.598561751365196e-06,0.9999507665634155,0
0.24764883518218994,0.0020146307069808245,0.7503365278244019,1
6.873266829643399e-05,4.730383079731837e-05,0.9998838901519775,0
0.0121759669855237,0.9877448678016663,7.916039612609893e-05,0
0.002519449917599559,0.9973440766334534,0.00013654194481205195,0
0.06535310298204422,0.00022541526413988322,0.9344214797019958,0
0.9980372786521912,0.0001206639499287121,0.0018420818960294127,0
0.008951392024755478,0.9887286424636841,0.002319985069334507,0
0.05740109458565712,0.0002378657809458673,0.942361056804657,0
0.035900164395570755,0.00023828285338822752,0.9638614654541016,1
0.9991785883903503,2.815212428686209e-05,0.0007932943408377469,0
0.9993197917938232,3.3774693292798474e-05,0.0006464469479396939,0
0.9653788208961487,0.0001287657069042325,0.034492433071136475,1
0.9359541535377502,0.0002193475083913654,0.0638265311717987,1
0.03486276790499687,0.00020244528423063457,0.9649347066879272,1
0.9774302840232849,0.0001265284518012777,0.022443188354372978,1
0.9950213432312012,0.0002240493631688878,0.004754615016281605,1
0.9979552030563354,0.0017526287119835615,0.00029219576390460134,1
0.9984014630317688,0.00038776479777880013,0.0012108305236324668,1
0.9857419729232788,0.014107071794569492,0.0001510526199126616,0
0.9998371601104736,7.324695616262034e-05,8.954638906288892e-05,0
0.01460209395736456,0.00023200298892334104,0.9851658940315247,0
0.005060362629592419,0.9942717552185059,0.0006678792997263372,0
0.0005196130368858576,0.0003331621119286865,0.9991471767425537,0
0.00450722873210907,0.9951139688491821,0.0003787665627896786,0
8.12362995930016e-05,2.759506787697319e-05,0.9998910427093506,1
0.005255636293441057,0.002548293909057975,0.9921960830688477,1
4.028158218716271e-05,9.873978342511691e-06,0.9999498128890991,0
0.00020033688633702695,5.866444553248584e-05,0.9997410178184509,0
0.017028650268912315,0.9738842844963074,0.009087066166102886,0
0.00017012227908708155,6.621117063332349e-05,0.9997636675834656,1
0.0008990114438347518,6.777921953471377e-05,0.9990332126617432,1
5.2092411351623014e-05,1.3356587260204833e-05,0.9999345541000366,1
0.9996978044509888,0.0002934846852440387,8.684757631272078e-06,0
0.9440171122550964,0.055977772921323776,5.053611857874785e-06,0
0.0015262087108567357,0.9984291195869446,4.461019852897152e-05,0
0.0009076623828150332,7.542593084508553e-05,0.9990168809890747,1
8.582423470215872e-05,2.3210332074086182e-05,0.999890923500061,1
0.007972237654030323,0.0001665475283516571,0.99186110496521,1
0.9666233658790588,0.03331802040338516,5.8629950217437e-05,0
0.9990891218185425,0.0009045436163432896,6.291408226388739e-06,0
0.9963282942771912,0.003643385134637356,2.8259193641133606e-05,0
0.999825656414032,4.960221849614754e-05,0.00012477503332775086,0
0.013715993613004684,0.00014225732593331486,0.9861417412757874,1
0.010245341807603836,0.9878695607185364,0.0018850368214771152,0
0.9811704754829407,0.0005488768219947815,0.01828058995306492,0
0.9954413175582886,0.00015001941937953234,0.004408645443618298,1
0.001102875336073339,4.478831760934554e-05,0.9988523721694946,1
0.016553176566958427,0.9824564456939697,0.0009903634199872613,0
0.0032302543986588717,0.0008846597629599273,0.9958850741386414,1
0.0002606531488709152,0.0001994831400224939,0.999539852142334,1
0.02098889648914337,0.00019007956143468618,0.9788210391998291,1
0.0073365019634366035,0.9915671944618225,0.0010963251115754247,0
0.00011228517541894689,5.616714042844251e-05,0.9998315572738647,1
0.9902830123901367,0.00870654359459877,0.0010104854591190815,0
7.623784767929465e-05,3.937929795938544e-05,0.9998843669891357,1
0.0008683879859745502,0.9991044402122498,2.7186391889699735e-05,0
0.0861273854970932,0.9135592579841614,0.0003133774735033512,0
0.0038548458833247423,0.9956111311912537,0.0005339976050890982,0
0.008244944736361504,0.0005284678773023188,0.9912266135215759,0
0.0008571532089263201,5.6504875828977674e-05,0.9990863800048828,1
4.7674115194240585e-05,6.318321538856253e-06,0.9999459981918335,1
0.009781928732991219,0.00022503691434394568,0.9899930357933044,1
0.030422447249293327,0.0003555155999492854,0.9692220091819763,1
6.298869266174734e-05,2.7022178983315825e-05,0.9999099969863892,1
7.296644616872072e-05,2.1541847672779113e-05,0.9999054670333862,1
0.0019785393960773945,0.9979506134986877,7.088165875757113e-05,0
6.31872026133351e-05,1.882628203020431e-05,0.9999179840087891,1
4.641887790057808e-05,1.8542537873145193e-05,0.9999350309371948,1
4.161607284913771e-05,1.6972655430436134e-05,0.9999414682388306,1
0.008025010116398335,6.631511496379972e-05,0.991908609867096,0
0.0012600363697856665,4.271844954928383e-05,0.9986972212791443,0
0.006140819285064936,0.00011355771130183712,0.9937455654144287,1
0.0009359068935737014,4.5296077587408945e-05,0.9990187883377075,0
0.036134663969278336,0.00020624490571208298,0.9636591076850891,1
0.005399670451879501,0.9938459992408752,0.0007542622042819858,0
3.0038534532650374e-05,8.985394742921926e-06,0.9999610185623169,1
5.0712416850728914e-05,1.5464009265997447e-05,0.9999338388442993,1
5.0781654863385484e-05,1.671650716161821e-05,0.9999325275421143,1
0.012945786118507385,0.9842644333839417,0.0027897541876882315,0
0.003934026230126619,0.9959040284156799,0.00016202217375393957,0
0.0009157686145044863,0.9990608096122742,2.340433456993196e-05,0
0.00027183134807273746,4.156358409090899e-05,0.999686598777771,0
0.00013045381638221443,4.095171607332304e-05,0.9998284578323364,1
0.00030453113140538335,0.00014764920342713594,0.9995477795600891,1
0.00011920114775421098,6.264462717808783e-05,0.9998181462287903,1
0.0001452309516025707,4.9748334276955575e-05,0.9998050332069397,1
6.465673504862934e-05,2.763653355941642e-05,0.9999077320098877,1
0.0006759801181033254,8.846852142596617e-05,0.9992355108261108,1
0.00016175612108781934,3.765972360270098e-05,0.9998006224632263,1
0.00010829599341377616,3.228374771424569e-05,0.9998593330383301,1
0.03448540344834328,0.009240093640983105,0.9562744498252869,0
0.9975404739379883,3.2426745747216046e-05,0.0024271183647215366,0
0.0006666752742603421,0.0001406352675985545,0.9991926550865173,1
0.004396569915115833,0.994958221912384,0.0006452135276049376,0
0.0008188636275008321,0.00010892857244471088,0.9990720748901367,1
0.009202509187161922,0.0017727905651554465,0.9890246987342834,0
0.00018172334239352494,1.4180558537191246e-05,0.9998040795326233,1
0.013971037231385708,0.0003099875757470727,0.9857189059257507,1
0.9843987226486206,0.003538590157404542,0.012062749825417995,0
0.01112684141844511,0.9887597560882568,0.00011346893006702885,0
0.0012237861519679427,0.9987186193466187,5.766869071521796e-05,0
0.9993181228637695,6.041969027137384e-05,0.0006215241155587137,0
0.9878029227256775,0.0009946804493665695,0.011202450841665268,1
0.0008068011375144124,6.328219751594588e-05,0.9991299510002136,1
0.0025041799526661634,0.9973179697990417,0.00017783029761631042,0
0.004464368335902691,0.00019663387502077967,0.995339035987854,1
0.000805676681920886,0.9991648197174072,2.9485972845577635e-05,0
0.015716101974248886,0.0007822601473890245,0.9835016131401062,0
0.999909520149231,7.228073081932962e-05,1.8196700693806633e-05,0
0.0009336060611531138,7.654896762687713e-05,0.9989897608757019,1
2.920462065958418e-05,2.8593970000656554e-06,0.9999679327011108,1
2.2891052140039392e-05,4.377253844722873e-06,0.9999727010726929,1
2.3247048375196755e-05,2.4171088170987787e-06,0.9999743700027466,1
