entailment,neutral,contradiction,label
0.00333161442540586,9.365702862851322e-05,0.9965747594833374,1
0.0017811827128753066,5.1059654651908204e-05,0.9981677532196045,1
0.0010469036642462015,0.9989159107208252,3.7167086702538654e-05,1
0.9892669916152954,0.0005921110860072076,0.010140952654182911,1
0.011149792931973934,9.039900760399178e-05,0.9887598752975464,1
0.010753992944955826,0.985849916934967,0.0033960090950131416,0
0.00026821508072316647,2.52825138886692e-05,0.9997064471244812,1
4.154270573053509e-05,7.5985835792380385e-06,0.9999507665634155,0
0.24762623012065887,0.002014529425650835,0.7503592371940613,1
6.873286474728957e-05,4.730400905827992e-05,0.9998838901519775,0
0.01217592228204012,0.9877449870109558,7.91601778473705e-05,0
0.0025194548070430756,0.9973440766334534,0.00013654220674652606,0
0.0653543770313263,0.00022541580256074667,0.9344202280044556,0
0.9980372786521912,0.00012066419003531337,0.001842087134718895,0
0.00895132590085268,0.9887287616729736,0.002319955499842763,0
0.05740231275558472,0.00023786687233950943,0.9423599243164062,0
0.03590082377195358,0.0002382836100878194,0.963860809803009,1
0.9991785883903503,2.8152122467872687e-05,0.0007932928274385631,0
0.9993197917938232,3.377462780917995e-05,0.0006464389734901488,0
0.9653792381286621,0.000128765037516132,0.034491974860429764,1
0.9359581470489502,0.00021934424876235425,0.06382255256175995,1
0.03486328572034836,0.00020244615734554827,0.9649342894554138,1
0.9774306416511536,0.0001265278842765838,0.022442761808633804,1
0.9950213432312012,0.00022404958144761622,0.004754622001200914,1
0.9979552030563354,0.00175259611569345,0.000292191281914711,1
0.9984013438224792,0.00038776270230300725,0.0012108378577977419,1
0.9857418537139893,0.014107056893408298,0.00015105360944289714,0
0.9998371601104736,7.324737089220434e-05,8.954638906288892e-05,0
0.014602184295654297,0.00023200387659016997,0.9851658940315247,0
0.005060297902673483,0.9942718744277954,0.0006678618956357241,0
0.0005196090787649155,0.00033316019107587636,0.9991471767425537,0
0.004507189616560936,0.9951139688491821,0.00037876039277762175,0
8.12361467978917e-05,2.7595066057983786e-05,0.9998910427093506,1
0.005255491938441992,0.0025482268538326025,0.9921963214874268,1
4.028158218716271e-05,9.874006536847446e-06,0.9999498128890991,0
0.00020033765758853406,5.8664667449193075e-05,0.9997410178184509,0
0.017028475180268288,0.9738845229148865,0.009086938574910164,0
0.00017012227908708155,6.621116335736588e-05,0.9997636675834656,1
0.0008990166243165731,6.77792850183323e-05,0.9990332126617432,1
5.2092411351623014e-05,1.3356599993130658e-05,0.9999345541000366,1
0.9996978044509888,0.0002934855583589524,8.684756721777376e-06,0
0.94401615858078,0.055978719145059586,5.0536164053482935e-06,0
0.0015262070810422301,0.9984291195869446,4.460994023247622e-05,0
0.0009076641290448606,7.542598905274644e-05,0.9990168809890747,1
8.5824889538344e-05,2.321048486919608e-05,0.999890923500061,1
0.007972531951963902,0.00016655115177854896,0.9918609261512756,1
0.9666236042976379,0.03331780433654785,5.86297974223271e-05,0
0.9990891218185425,0.0009045435581356287,6.291402769420529e-06,0
0.9963284134864807,0.003643376985564828,2.8259091777727008e-05,0
0.999825656414032,4.9602214858168736e-05,0.00012477347627282143,0
0.013716005720198154,0.00014225677296053618,0.9861417412757874,1
0.010245265439152718,0.9878696799278259,0.001885004574432969,0
0.9811707735061646,0.0005488693714141846,0.018280386924743652,0
0.9954413175582886,0.00015001943393144757,0.00440866919234395,1
0.0011028763838112354,4.4788361265091226e-05,0.9988523721694946,1
0.01655321568250656,0.9824564456939697,0.000990366330370307,0
0.003230244852602482,0.0008846555138006806,0.9958850741386414,1
0.00026065242127515376,0.0001994827762246132,0.999539852142334,1
0.020988907665014267,0.00019007902301382273,0.9788210391998291,1
0.007336404174566269,0.9915671944618225,0.0010962963569909334,0
0.00011228463699808344,5.616671114694327e-05,0.9998315572738647,1
0.9902830123901367,0.008706465363502502,0.0010104883695021272,0
7.623784767929465e-05,3.937929432140663e-05,0.9998843669891357,1
0.0008683896157890558,0.9991044402122498,2.7186288207303733e-05,0
0.08612668514251709,0.9135598540306091,0.0003133760765194893,0
0.0038547860458493233,0.9956112504005432,0.0005339823546819389,0
0.008245261386036873,0.0005284833605401218,0.9912263751029968,0
0.0008571450598537922,5.650476668961346e-05,0.9990863800048828,1
